,IN_INTERNET_ALUNOS,IN_BANDA_LARGA,IN_REFEITORIO,IN_ESPACO_ATIVIDADE,IN_ACESSO_INTERNET_COMPUTADOR,TP_DEPENDENCIA,QT_MAT_FUND,TP_LOCALIZACAO,QT_PROF_PSICOLOGO,QT_PROF_PEDAGOGIA,QT_TRANSP_PUBLICO,QT_DOC_FUND
60497,1.0,1.0,0.0,0.0,0.0,3,675.0,1,0.0,3.0,207.0,42.0
60498,,,,,,3,,1,,,,
60499,1.0,1.0,1.0,1.0,0.0,2,0.0,1,0.0,1.0,20.0,0.0
60500,1.0,1.0,1.0,1.0,1.0,2,93.0,1,0.0,2.0,25.0,11.0
60501,1.0,0.0,0.0,1.0,9.0,3,156.0,1,0.0,11.0,40.0,8.0
60502,1.0,1.0,1.0,0.0,0.0,3,93.0,1,1.0,2.0,15.0,5.0
60503,0.0,1.0,0.0,9.0,0.0,3,87.0,1,1.0,1.0,18.0,5.0
60504,0.0,1.0,0.0,1.0,0.0,3,33.0,2,0.0,2.0,43.0,2.0
60505,0.0,1.0,0.0,1.0,0.0,3,0.0,2,0.0,2.0,0.0,0.0
60506,0.0,,0.0,1.0,0.0,3,27.0,2,0.0,4.0,33.0,2.0
60507,0.0,0.0,1.0,1.0,0.0,3,280.0,1,0.0,2.0,79.0,21.0
60508,1.0,1.0,0.0,1.0,1.0,2,0.0,1,0.0,1.0,69.0,0.0
60509,1.0,1.0,0.0,1.0,1.0,2,15.0,1,0.0,1.0,1.0,7.0
60510,1.0,1.0,0.0,1.0,1.0,3,151.0,2,0.0,1.0,134.0,16.0
60511,0.0,1.0,1.0,0.0,0.0,3,290.0,1,0.0,4.0,133.0,23.0
60512,0.0,0.0,0.0,0.0,0.0,3,0.0,1,0.0,1.0,10.0,0.0
60513,1.0,1.0,0.0,0.0,1.0,2,0.0,1,0.0,1.0,14.0,0.0
60514,1.0,1.0,0.0,0.0,1.0,2,0.0,1,0.0,1.0,42.0,0.0
60515,1.0,1.0,0.0,9.0,9.0,3,448.0,1,0.0,1.0,42.0,25.0
60516,,,,,,3,,2,,,,
60517,,,,,,3,,2,,,,
60518,0.0,1.0,0.0,1.0,0.0,3,0.0,2,0.0,2.0,0.0,0.0
60519,1.0,1.0,0.0,9.0,1.0,3,184.0,1,0.0,1.0,54.0,15.0
60520,1.0,1.0,0.0,1.0,1.0,3,93.0,1,0.0,1.0,15.0,5.0
60521,,,,,,3,,2,,,,
60522,1.0,1.0,1.0,1.0,9.0,3,9.0,2,0.0,0.0,0.0,1.0
60523,1.0,1.0,0.0,1.0,9.0,3,0.0,2,0.0,0.0,0.0,0.0
60524,,,,,,3,,2,,,,
60525,0.0,1.0,0.0,9.0,0.0,3,261.0,1,0.0,1.0,1.0,15.0
60526,1.0,1.0,1.0,0.0,1.0,3,321.0,1,0.0,2.0,72.0,26.0
60527,,,,,,3,,2,,,,
60528,1.0,1.0,1.0,1.0,9.0,3,19.0,2,0.0,1.0,0.0,1.0
60529,,,,,,3,,2,,,,
60530,,,,,,3,,2,,,,
60531,,,,,,3,,2,,,,
60532,,,,,,3,,2,,,,
60533,,,,,,3,,2,,,,
60534,0.0,,0.0,1.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
60535,,,,,,4,,1,,,,
60536,1.0,1.0,0.0,0.0,0.0,2,0.0,1,0.0,2.0,14.0,0.0
60537,0.0,0.0,1.0,0.0,0.0,3,0.0,2,0.0,0.0,21.0,0.0
60538,0.0,0.0,0.0,1.0,0.0,3,4.0,2,0.0,1.0,20.0,1.0
60539,0.0,,0.0,1.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
60540,,,,,,3,,2,,,,
60541,0.0,0.0,0.0,0.0,0.0,3,214.0,1,1.0,2.0,35.0,11.0
60542,1.0,1.0,0.0,0.0,1.0,2,18.0,1,0.0,3.0,47.0,11.0
60543,1.0,0.0,0.0,0.0,1.0,3,287.0,1,1.0,2.0,69.0,21.0
60544,,,,,,3,,2,,,,
60545,0.0,0.0,1.0,0.0,0.0,3,0.0,1,1.0,1.0,14.0,0.0
60546,0.0,0.0,0.0,0.0,0.0,3,15.0,2,1.0,1.0,0.0,2.0
60547,0.0,0.0,0.0,0.0,0.0,3,63.0,1,1.0,1.0,0.0,5.0
60548,0.0,0.0,0.0,0.0,0.0,3,6.0,2,1.0,1.0,0.0,1.0
60549,0.0,1.0,0.0,0.0,0.0,3,13.0,2,1.0,1.0,0.0,2.0
60550,0.0,,0.0,0.0,0.0,3,5.0,2,1.0,1.0,0.0,1.0
60551,0.0,1.0,0.0,0.0,0.0,4,264.0,1,0.0,0.0,8.0,25.0
60552,1.0,1.0,1.0,1.0,0.0,3,1465.0,1,1.0,5.0,309.0,56.0
60553,1.0,1.0,0.0,1.0,1.0,4,361.0,1,0.0,0.0,3.0,20.0
60554,1.0,1.0,1.0,1.0,0.0,4,248.0,1,1.0,1.0,2.0,17.0
60555,0.0,1.0,0.0,0.0,0.0,4,210.0,1,0.0,2.0,0.0,14.0
60556,1.0,1.0,1.0,0.0,1.0,2,0.0,2,1.0,1.0,225.0,0.0
60557,1.0,1.0,1.0,1.0,0.0,2,0.0,1,0.0,2.0,88.0,0.0
60558,1.0,1.0,0.0,0.0,1.0,2,0.0,2,0.0,1.0,0.0,0.0
60559,1.0,1.0,0.0,0.0,1.0,2,0.0,2,0.0,1.0,0.0,0.0
60560,1.0,1.0,1.0,0.0,1.0,2,0.0,1,0.0,1.0,39.0,0.0
60561,0.0,1.0,0.0,9.0,0.0,2,0.0,1,0.0,1.0,0.0,0.0
60562,1.0,1.0,0.0,0.0,1.0,3,11.0,2,0.0,1.0,0.0,1.0
60563,1.0,1.0,0.0,0.0,9.0,3,11.0,2,0.0,1.0,0.0,2.0
60564,1.0,1.0,0.0,0.0,1.0,3,48.0,2,0.0,1.0,34.0,3.0
60565,1.0,1.0,0.0,0.0,1.0,3,10.0,2,0.0,1.0,0.0,1.0
60566,1.0,1.0,0.0,1.0,1.0,3,786.0,1,1.0,4.0,101.0,32.0
60567,1.0,1.0,0.0,0.0,1.0,3,12.0,2,0.0,1.0,0.0,1.0
60568,1.0,1.0,0.0,0.0,1.0,3,20.0,2,0.0,1.0,19.0,2.0
60569,1.0,1.0,0.0,0.0,1.0,3,156.0,1,0.0,1.0,9.0,6.0
60570,1.0,1.0,0.0,0.0,1.0,3,27.0,2,0.0,1.0,40.0,2.0
60571,1.0,1.0,1.0,9.0,1.0,2,91.0,2,0.0,0.0,89.0,9.0
60572,1.0,1.0,0.0,0.0,1.0,3,107.0,2,0.0,1.0,102.0,5.0
60573,0.0,1.0,1.0,1.0,0.0,3,0.0,2,1.0,1.0,30.0,0.0
60574,0.0,1.0,1.0,1.0,0.0,3,0.0,1,1.0,1.0,0.0,0.0
60575,0.0,1.0,1.0,0.0,0.0,2,26.0,1,0.0,2.0,36.0,10.0
60576,1.0,0.0,0.0,0.0,1.0,2,0.0,1,0.0,1.0,33.0,0.0
60577,0.0,0.0,0.0,1.0,0.0,3,7.0,2,0.0,2.0,9.0,2.0
60578,1.0,0.0,0.0,1.0,1.0,3,8.0,2,0.0,2.0,16.0,1.0
60579,1.0,0.0,0.0,1.0,1.0,3,11.0,2,0.0,2.0,12.0,1.0
60580,0.0,1.0,0.0,1.0,0.0,3,8.0,2,1.0,1.0,32.0,2.0
60581,,,,,,3,,2,,,,
60582,0.0,1.0,0.0,0.0,0.0,3,207.0,1,0.0,2.0,2.0,15.0
60583,0.0,,0.0,1.0,0.0,3,14.0,2,0.0,2.0,1.0,2.0
60584,0.0,1.0,0.0,1.0,0.0,3,4.0,2,1.0,1.0,30.0,1.0
60585,0.0,0.0,0.0,1.0,0.0,3,28.0,2,1.0,1.0,64.0,3.0
60586,0.0,1.0,0.0,1.0,0.0,3,0.0,2,0.0,1.0,14.0,0.0
60587,1.0,0.0,0.0,1.0,1.0,3,0.0,2,0.0,1.0,0.0,0.0
60588,0.0,1.0,0.0,1.0,0.0,3,10.0,2,1.0,1.0,34.0,2.0
60589,0.0,1.0,0.0,1.0,0.0,3,126.0,1,1.0,1.0,9.0,13.0
60590,0.0,1.0,1.0,0.0,0.0,3,304.0,1,1.0,2.0,111.0,18.0
60591,0.0,0.0,1.0,1.0,0.0,3,8.0,2,1.0,1.0,47.0,2.0
60592,1.0,0.0,0.0,1.0,1.0,3,0.0,2,0.0,2.0,0.0,0.0
60593,0.0,1.0,0.0,1.0,0.0,3,25.0,2,1.0,0.0,70.0,3.0
60594,,,,,,2,,2,,,,
60595,1.0,1.0,0.0,0.0,1.0,2,52.0,1,0.0,0.0,24.0,11.0
60596,1.0,1.0,0.0,0.0,0.0,2,0.0,1,0.0,1.0,40.0,0.0
60597,0.0,1.0,0.0,9.0,0.0,3,6.0,2,1.0,3.0,2.0,1.0
60598,0.0,1.0,0.0,1.0,0.0,3,17.0,2,1.0,3.0,7.0,3.0
60599,0.0,1.0,0.0,9.0,0.0,3,21.0,2,1.0,3.0,28.0,2.0
60600,0.0,1.0,0.0,1.0,0.0,3,5.0,2,1.0,1.0,0.0,1.0
60601,1.0,1.0,0.0,1.0,0.0,3,225.0,1,1.0,6.0,21.0,10.0
60602,0.0,,0.0,0.0,0.0,3,9.0,2,1.0,2.0,7.0,2.0
60603,0.0,1.0,0.0,0.0,0.0,2,0.0,1,0.0,1.0,70.0,0.0
60604,0.0,0.0,0.0,0.0,0.0,3,8.0,2,0.0,2.0,0.0,1.0
60605,0.0,0.0,0.0,0.0,0.0,3,22.0,2,0.0,2.0,11.0,2.0
60606,,,,,,3,,2,,,,
60607,0.0,0.0,0.0,0.0,0.0,3,191.0,1,1.0,1.0,36.0,10.0
60608,0.0,,0.0,0.0,0.0,3,14.0,2,0.0,2.0,0.0,2.0
60609,,,,,,3,,1,,,,
60610,0.0,0.0,0.0,0.0,0.0,3,24.0,2,0.0,3.0,0.0,3.0
60611,0.0,0.0,0.0,0.0,0.0,3,4.0,2,0.0,3.0,0.0,1.0
60612,0.0,0.0,0.0,0.0,0.0,3,8.0,2,0.0,3.0,0.0,1.0
60613,0.0,0.0,0.0,0.0,0.0,3,23.0,2,0.0,3.0,0.0,3.0
60614,0.0,0.0,0.0,0.0,0.0,3,9.0,2,0.0,3.0,8.0,1.0
60615,0.0,0.0,0.0,0.0,0.0,3,10.0,2,0.0,3.0,9.0,1.0
60616,0.0,0.0,0.0,0.0,0.0,3,8.0,2,0.0,2.0,9.0,1.0
60617,0.0,0.0,0.0,0.0,0.0,3,7.0,2,0.0,2.0,0.0,1.0
60618,0.0,,0.0,0.0,0.0,3,8.0,2,0.0,2.0,11.0,1.0
60619,0.0,0.0,0.0,0.0,0.0,3,16.0,2,0.0,2.0,0.0,2.0
60620,0.0,0.0,0.0,0.0,0.0,3,9.0,2,0.0,3.0,0.0,1.0
60621,0.0,0.0,0.0,0.0,0.0,3,22.0,2,0.0,3.0,37.0,2.0
60622,0.0,1.0,0.0,1.0,0.0,4,149.0,1,1.0,0.0,0.0,16.0
60623,0.0,1.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,769.0,0.0
60624,1.0,1.0,0.0,0.0,9.0,2,26.0,1,0.0,1.0,26.0,5.0
60625,0.0,1.0,1.0,0.0,0.0,3,224.0,1,0.0,2.0,2.0,12.0
60626,1.0,1.0,0.0,1.0,1.0,3,508.0,1,0.0,3.0,33.0,25.0
60627,,,,,,3,,2,,,,
60628,0.0,1.0,1.0,0.0,0.0,3,38.0,2,0.0,1.0,5.0,3.0
60629,,,,,,3,,2,,,,
60630,,,,,,3,,2,,,,
60631,1.0,1.0,1.0,1.0,1.0,3,557.0,1,0.0,3.0,308.0,37.0
60632,,,,,,3,,2,,,,
60633,,,,,,3,,2,,,,
60634,,,,,,3,,2,,,,
60635,1.0,1.0,0.0,0.0,1.0,3,13.0,2,0.0,1.0,16.0,1.0
60636,1.0,1.0,1.0,0.0,0.0,3,9.0,2,0.0,0.0,0.0,1.0
60637,,,,,,3,,2,,,,
60638,1.0,0.0,0.0,0.0,1.0,3,53.0,2,0.0,1.0,69.0,4.0
60639,1.0,1.0,1.0,0.0,1.0,3,6.0,2,0.0,1.0,0.0,1.0
60640,0.0,1.0,1.0,1.0,0.0,3,33.0,2,0.0,1.0,5.0,3.0
60641,0.0,1.0,0.0,1.0,0.0,3,30.0,2,0.0,0.0,10.0,3.0
60642,1.0,1.0,1.0,1.0,1.0,3,84.0,2,0.0,1.0,18.0,5.0
60643,,,,,,3,,2,,,,
60644,1.0,1.0,1.0,0.0,1.0,3,609.0,1,0.0,3.0,190.0,26.0
60645,0.0,0.0,1.0,0.0,0.0,3,18.0,2,0.0,1.0,0.0,2.0
60646,,,,,,3,,2,,,,
60647,1.0,1.0,0.0,0.0,1.0,3,13.0,2,0.0,1.0,0.0,1.0
60648,1.0,1.0,1.0,1.0,1.0,3,172.0,1,0.0,2.0,0.0,8.0
60649,,,,,,3,,2,,,,
60650,0.0,1.0,1.0,1.0,0.0,3,372.0,1,0.0,1.0,0.0,13.0
60651,,,,,,3,,2,,,,
60652,,,,,,3,,2,,,,
60653,0.0,,1.0,0.0,0.0,3,5.0,2,0.0,1.0,0.0,1.0
60654,,,,,,3,,2,,,,
60655,,,,,,3,,2,,,,
60656,,,,,,3,,2,,,,
60657,,,,,,3,,2,,,,
60658,0.0,0.0,1.0,0.0,0.0,3,504.0,1,0.0,2.0,128.0,21.0
60659,,,,,,3,,2,,,,
60660,,,,,,3,,2,,,,
60661,0.0,,1.0,0.0,0.0,3,25.0,2,0.0,1.0,13.0,2.0
60662,0.0,1.0,0.0,0.0,0.0,4,129.0,1,0.0,2.0,0.0,12.0
60663,1.0,1.0,0.0,0.0,0.0,2,191.0,1,0.0,1.0,136.0,19.0
60664,0.0,1.0,1.0,0.0,0.0,2,0.0,1,0.0,1.0,107.0,0.0
60665,,,,,,3,,1,,,,
60666,1.0,1.0,0.0,0.0,1.0,2,0.0,2,0.0,0.0,90.0,0.0
60667,,,,,,3,,2,,,,
60668,,,,,,3,,2,,,,
60669,,,,,,3,,2,,,,
60670,0.0,1.0,0.0,1.0,0.0,3,253.0,1,1.0,3.0,117.0,17.0
60671,0.0,1.0,0.0,9.0,0.0,3,0.0,2,0.0,0.0,46.0,0.0
60672,0.0,1.0,0.0,1.0,0.0,3,18.0,2,0.0,1.0,125.0,3.0
60673,0.0,0.0,0.0,1.0,0.0,3,155.0,2,0.0,1.0,168.0,12.0
60674,,,,,,3,,2,,,,
60675,,,,,,3,,2,,,,
60676,0.0,,0.0,0.0,0.0,3,10.0,2,0.0,0.0,21.0,1.0
60677,1.0,1.0,1.0,0.0,0.0,3,39.0,2,0.0,1.0,60.0,3.0
60678,0.0,1.0,0.0,9.0,0.0,3,0.0,2,0.0,1.0,59.0,0.0
60679,1.0,1.0,0.0,0.0,0.0,3,17.0,2,0.0,0.0,10.0,2.0
60680,0.0,1.0,0.0,0.0,0.0,3,61.0,2,0.0,1.0,116.0,4.0
60681,0.0,1.0,0.0,9.0,0.0,3,112.0,2,0.0,1.0,181.0,12.0
60682,0.0,1.0,1.0,0.0,0.0,3,17.0,2,0.0,1.0,22.0,1.0
60683,1.0,1.0,0.0,0.0,1.0,2,0.0,1,0.0,1.0,135.0,0.0
60684,1.0,1.0,0.0,9.0,1.0,3,166.0,1,0.0,3.0,279.0,22.0
60685,0.0,1.0,0.0,1.0,0.0,2,0.0,1,0.0,1.0,69.0,0.0
60686,1.0,1.0,0.0,1.0,9.0,3,0.0,2,0.0,1.0,15.0,0.0
60687,0.0,,0.0,9.0,0.0,3,0.0,2,0.0,0.0,35.0,0.0
60688,0.0,1.0,0.0,9.0,0.0,3,320.0,1,0.0,3.0,248.0,20.0
60689,0.0,1.0,0.0,1.0,0.0,3,46.0,2,0.0,1.0,36.0,4.0
60690,0.0,1.0,0.0,1.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
60691,1.0,1.0,0.0,0.0,1.0,2,0.0,1,0.0,1.0,68.0,0.0
60692,0.0,1.0,0.0,1.0,0.0,2,108.0,1,0.0,0.0,97.0,10.0
60693,1.0,1.0,0.0,0.0,0.0,3,217.0,1,1.0,1.0,140.0,9.0
60694,0.0,1.0,0.0,1.0,0.0,3,245.0,1,1.0,1.0,26.0,12.0
60695,0.0,,0.0,1.0,0.0,3,24.0,2,0.0,0.0,25.0,3.0
60696,0.0,,0.0,0.0,0.0,3,9.0,2,0.0,0.0,3.0,1.0
60697,,,,,,3,,2,,,,
60698,1.0,1.0,1.0,1.0,0.0,3,506.0,1,0.0,0.0,201.0,30.0
60699,0.0,,0.0,1.0,0.0,3,8.0,2,0.0,0.0,7.0,2.0
60700,0.0,,0.0,0.0,0.0,3,8.0,2,0.0,0.0,8.0,1.0
60701,0.0,,0.0,0.0,0.0,3,5.0,2,0.0,0.0,5.0,1.0
60702,0.0,,0.0,0.0,0.0,3,10.0,2,0.0,0.0,7.0,1.0
60703,0.0,,0.0,0.0,0.0,3,8.0,2,0.0,0.0,0.0,1.0
60704,0.0,,0.0,1.0,0.0,3,18.0,2,0.0,0.0,19.0,2.0
60705,0.0,0.0,0.0,1.0,0.0,3,107.0,2,0.0,1.0,47.0,12.0
60706,0.0,,0.0,0.0,0.0,3,16.0,2,0.0,0.0,0.0,2.0
60707,0.0,,0.0,0.0,0.0,3,13.0,2,0.0,0.0,1.0,1.0
60708,1.0,1.0,1.0,1.0,1.0,2,0.0,1,0.0,1.0,300.0,0.0
60709,0.0,1.0,0.0,1.0,0.0,3,73.0,2,0.0,1.0,109.0,4.0
60710,1.0,1.0,1.0,1.0,1.0,3,740.0,1,0.0,6.0,465.0,37.0
60711,0.0,0.0,1.0,1.0,0.0,3,117.0,2,0.0,3.0,119.0,14.0
60712,0.0,0.0,0.0,1.0,0.0,3,25.0,2,0.0,1.0,15.0,2.0
60713,1.0,1.0,0.0,1.0,1.0,4,115.0,1,1.0,1.0,0.0,16.0
60714,1.0,0.0,0.0,0.0,1.0,4,600.0,1,2.0,6.0,0.0,29.0
60715,1.0,1.0,0.0,0.0,0.0,4,364.0,1,1.0,2.0,0.0,22.0
60716,1.0,0.0,0.0,0.0,0.0,4,73.0,1,0.0,1.0,0.0,12.0
60717,1.0,1.0,0.0,9.0,0.0,4,119.0,1,1.0,1.0,0.0,13.0
60718,1.0,1.0,0.0,1.0,1.0,2,63.0,1,0.0,2.0,13.0,16.0
60719,1.0,1.0,0.0,1.0,0.0,2,197.0,1,0.0,0.0,8.0,11.0
60720,1.0,1.0,0.0,9.0,1.0,2,289.0,1,0.0,1.0,40.0,31.0
60721,1.0,1.0,0.0,1.0,1.0,3,183.0,1,1.0,1.0,11.0,7.0
60722,1.0,1.0,0.0,1.0,9.0,3,108.0,1,0.0,1.0,13.0,5.0
60723,1.0,1.0,0.0,1.0,1.0,2,0.0,1,0.0,2.0,120.0,0.0
60724,1.0,1.0,0.0,0.0,1.0,3,140.0,1,0.0,0.0,14.0,11.0
60725,1.0,1.0,0.0,1.0,0.0,2,226.0,1,0.0,2.0,20.0,12.0
60726,1.0,1.0,0.0,0.0,1.0,2,0.0,1,0.0,0.0,267.0,0.0
60727,1.0,1.0,0.0,1.0,1.0,3,392.0,2,1.0,1.0,472.0,20.0
60728,0.0,1.0,0.0,0.0,0.0,3,7.0,2,0.0,0.0,0.0,1.0
60729,,,,,,3,,2,,,,
60730,1.0,0.0,0.0,1.0,0.0,3,118.0,2,0.0,1.0,140.0,11.0
60731,0.0,0.0,0.0,1.0,0.0,3,200.0,2,0.0,1.0,162.0,12.0
60732,0.0,1.0,0.0,0.0,0.0,3,685.0,1,0.0,2.0,139.0,30.0
60733,1.0,1.0,0.0,0.0,1.0,3,508.0,1,0.0,1.0,205.0,27.0
60734,0.0,1.0,0.0,9.0,0.0,3,11.0,2,0.0,0.0,9.0,1.0
60735,0.0,1.0,0.0,0.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
60736,0.0,1.0,1.0,1.0,0.0,3,116.0,1,0.0,0.0,52.0,5.0
60737,1.0,1.0,0.0,1.0,1.0,3,157.0,2,0.0,0.0,165.0,12.0
60738,1.0,1.0,0.0,9.0,1.0,3,501.0,1,0.0,0.0,126.0,23.0
60739,1.0,0.0,1.0,0.0,1.0,3,144.0,2,0.0,0.0,184.0,11.0
60740,0.0,1.0,1.0,9.0,0.0,3,248.0,1,0.0,0.0,20.0,14.0
60741,1.0,0.0,0.0,1.0,1.0,3,164.0,1,0.0,0.0,0.0,7.0
60742,,,,,,3,,2,,,,
60743,1.0,1.0,0.0,0.0,1.0,3,108.0,1,0.0,0.0,0.0,10.0
60744,0.0,1.0,0.0,0.0,0.0,4,78.0,1,0.0,1.0,0.0,6.0
60745,1.0,0.0,0.0,1.0,1.0,4,315.0,1,1.0,1.0,0.0,17.0
60746,1.0,1.0,1.0,1.0,1.0,2,250.0,1,0.0,0.0,26.0,11.0
60747,1.0,1.0,1.0,1.0,1.0,1,0.0,1,0.0,8.0,350.0,0.0
60748,1.0,1.0,0.0,0.0,1.0,3,352.0,1,0.0,5.0,84.0,19.0
60749,0.0,0.0,0.0,0.0,0.0,3,144.0,1,0.0,1.0,0.0,11.0
60750,1.0,1.0,1.0,1.0,1.0,1,0.0,1,1.0,1.0,156.0,0.0
60751,0.0,0.0,0.0,0.0,0.0,3,13.0,2,0.0,0.0,0.0,1.0
60752,1.0,1.0,0.0,0.0,1.0,3,233.0,2,0.0,0.0,152.0,13.0
60753,0.0,1.0,0.0,0.0,0.0,2,0.0,1,0.0,1.0,27.0,0.0
60754,0.0,1.0,0.0,1.0,0.0,2,0.0,2,0.0,0.0,21.0,0.0
60755,,,,,,3,,2,,,,
60756,,,,,,3,,2,,,,
60757,1.0,1.0,1.0,1.0,1.0,3,210.0,1,1.0,3.0,83.0,16.0
60758,0.0,0.0,0.0,9.0,0.0,3,81.0,1,1.0,4.0,85.0,5.0
60759,,,,,,3,,2,,,,
60760,0.0,,1.0,1.0,0.0,3,0.0,2,1.0,1.0,0.0,0.0
60761,,,,,,3,,2,,,,
60762,1.0,1.0,0.0,1.0,1.0,2,0.0,1,0.0,1.0,71.0,0.0
60763,1.0,1.0,0.0,1.0,0.0,3,0.0,2,0.0,0.0,49.0,0.0
60764,1.0,0.0,1.0,1.0,0.0,3,86.0,2,0.0,2.0,117.0,11.0
60765,0.0,1.0,0.0,1.0,0.0,3,10.0,2,0.0,0.0,8.0,2.0
60766,0.0,1.0,0.0,1.0,0.0,3,22.0,2,0.0,0.0,21.0,2.0
60767,1.0,1.0,0.0,1.0,1.0,3,256.0,1,0.0,1.0,206.0,13.0
60768,1.0,1.0,0.0,1.0,0.0,2,6.0,1,0.0,0.0,48.0,8.0
60769,1.0,0.0,0.0,1.0,0.0,2,0.0,1,0.0,1.0,32.0,0.0
60770,1.0,1.0,0.0,1.0,1.0,3,63.0,1,0.0,1.0,7.0,5.0
60771,0.0,1.0,0.0,1.0,0.0,3,139.0,2,0.0,2.0,103.0,11.0
60772,1.0,1.0,0.0,0.0,0.0,3,0.0,2,0.0,1.0,20.0,0.0
60773,,,,,,3,,2,,,,
60774,,,,,,3,,2,,,,
60775,,,,,,3,,2,,,,
60776,1.0,1.0,0.0,9.0,0.0,3,18.0,2,0.0,0.0,10.0,2.0
60777,1.0,1.0,0.0,0.0,0.0,3,181.0,1,0.0,0.0,82.0,8.0
60778,1.0,1.0,1.0,0.0,1.0,2,0.0,1,0.0,1.0,21.0,0.0
60779,1.0,1.0,0.0,1.0,1.0,3,25.0,2,0.0,0.0,20.0,2.0
60780,,,,,,3,,2,,,,
60781,1.0,0.0,0.0,0.0,1.0,3,42.0,2,0.0,0.0,42.0,3.0
60782,1.0,1.0,0.0,0.0,0.0,3,45.0,1,0.0,0.0,0.0,2.0
60783,1.0,1.0,0.0,1.0,0.0,2,0.0,1,0.0,1.0,205.0,0.0
60784,1.0,1.0,0.0,0.0,1.0,3,22.0,2,0.0,0.0,40.0,2.0
60785,1.0,1.0,0.0,0.0,1.0,3,66.0,2,0.0,0.0,59.0,11.0
60786,1.0,0.0,0.0,0.0,1.0,3,26.0,2,0.0,0.0,22.0,2.0
60787,1.0,0.0,0.0,0.0,1.0,3,28.0,2,0.0,0.0,38.0,2.0
60788,1.0,1.0,0.0,0.0,1.0,3,18.0,2,0.0,0.0,23.0,1.0
60789,1.0,1.0,0.0,1.0,1.0,3,784.0,1,1.0,0.0,268.0,37.0
60790,1.0,1.0,0.0,0.0,1.0,2,54.0,1,0.0,1.0,44.0,9.0
60791,1.0,1.0,1.0,0.0,1.0,2,0.0,1,0.0,16.0,179.0,0.0
60792,1.0,1.0,0.0,9.0,1.0,2,0.0,1,0.0,0.0,173.0,0.0
60793,0.0,1.0,0.0,1.0,0.0,3,75.0,2,0.0,1.0,125.0,8.0
60794,0.0,1.0,0.0,1.0,0.0,3,17.0,2,0.0,1.0,15.0,2.0
60795,0.0,1.0,0.0,1.0,0.0,3,40.0,2,0.0,1.0,19.0,5.0
60796,1.0,1.0,1.0,0.0,1.0,3,26.0,2,0.0,0.0,26.0,2.0
60797,0.0,1.0,0.0,0.0,0.0,3,348.0,1,1.0,5.0,157.0,21.0
60798,,,,,,3,,2,,,,
60799,1.0,1.0,0.0,1.0,0.0,3,0.0,2,0.0,1.0,0.0,0.0
60800,0.0,1.0,0.0,0.0,0.0,3,152.0,1,0.0,1.0,67.0,12.0
60801,1.0,1.0,0.0,0.0,0.0,3,0.0,2,0.0,1.0,0.0,0.0
60802,1.0,1.0,1.0,1.0,1.0,3,21.0,2,0.0,0.0,47.0,2.0
60803,0.0,1.0,1.0,0.0,0.0,3,41.0,2,0.0,3.0,151.0,5.0
60804,0.0,1.0,1.0,0.0,0.0,3,21.0,2,0.0,1.0,60.0,3.0
60805,0.0,,0.0,0.0,0.0,3,0.0,2,0.0,1.0,0.0,0.0
60806,0.0,1.0,0.0,0.0,0.0,3,11.0,2,0.0,1.0,74.0,1.0
60807,1.0,1.0,0.0,0.0,0.0,3,24.0,2,0.0,0.0,48.0,2.0
60808,,,,,,3,,2,,,,
60809,0.0,0.0,0.0,1.0,0.0,4,163.0,1,0.0,2.0,0.0,15.0
60810,0.0,,1.0,9.0,0.0,3,0.0,1,1.0,1.0,1.0,0.0
60811,0.0,1.0,1.0,1.0,0.0,3,0.0,1,0.0,1.0,56.0,0.0
60812,0.0,,1.0,9.0,0.0,3,0.0,1,1.0,1.0,20.0,0.0
60813,1.0,1.0,0.0,9.0,1.0,2,0.0,1,0.0,1.0,20.0,0.0
60814,1.0,1.0,0.0,0.0,1.0,2,135.0,1,0.0,0.0,86.0,16.0
60815,0.0,,0.0,0.0,0.0,2,0.0,1,0.0,0.0,45.0,0.0
60816,1.0,1.0,1.0,1.0,1.0,2,0.0,1,0.0,0.0,119.0,0.0
60817,1.0,1.0,0.0,1.0,1.0,2,152.0,1,0.0,2.0,31.0,16.0
60818,0.0,1.0,0.0,0.0,0.0,2,29.0,2,0.0,4.0,41.0,8.0
60819,0.0,1.0,0.0,9.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
60820,1.0,1.0,0.0,1.0,1.0,3,26.0,2,0.0,0.0,19.0,3.0
60821,0.0,0.0,0.0,9.0,0.0,3,101.0,1,1.0,1.0,244.0,7.0
60822,0.0,0.0,0.0,9.0,0.0,3,16.0,2,1.0,1.0,10.0,2.0
60823,0.0,1.0,1.0,1.0,0.0,3,530.0,1,0.0,15.0,120.0,35.0
60824,,,,,,3,,2,,,,
60825,0.0,0.0,0.0,9.0,0.0,3,9.0,2,1.0,1.0,0.0,2.0
60826,0.0,1.0,0.0,9.0,0.0,3,0.0,2,0.0,1.0,0.0,0.0
60827,0.0,1.0,0.0,1.0,0.0,3,19.0,2,1.0,0.0,0.0,6.0
