,IN_INTERNET_ALUNOS,IN_BANDA_LARGA,IN_REFEITORIO,IN_ESPACO_ATIVIDADE,IN_ACESSO_INTERNET_COMPUTADOR,TP_DEPENDENCIA,QT_MAT_FUND,TP_LOCALIZACAO,QT_PROF_PSICOLOGO,QT_PROF_PEDAGOGIA,QT_TRANSP_PUBLICO,QT_DOC_FUND
61895,0.0,1.0,1.0,9.0,0.0,3,0.0,1,0.0,0.0,191.0,0.0
61896,0.0,1.0,0.0,9.0,0.0,3,284.0,1,0.0,2.0,63.0,26.0
61897,0.0,1.0,0.0,0.0,0.0,3,16.0,2,0.0,0.0,18.0,2.0
61898,1.0,1.0,0.0,9.0,1.0,3,24.0,2,0.0,1.0,24.0,3.0
61899,0.0,1.0,0.0,9.0,0.0,3,17.0,2,0.0,0.0,24.0,1.0
61900,0.0,1.0,0.0,9.0,0.0,3,24.0,2,0.0,0.0,32.0,2.0
61901,0.0,1.0,0.0,9.0,0.0,3,29.0,2,0.0,0.0,19.0,3.0
61902,1.0,1.0,1.0,9.0,0.0,3,772.0,1,0.0,2.0,228.0,55.0
61903,0.0,1.0,0.0,9.0,0.0,3,29.0,2,0.0,0.0,30.0,3.0
61904,0.0,1.0,1.0,0.0,0.0,3,17.0,2,0.0,0.0,12.0,2.0
61905,0.0,1.0,0.0,9.0,0.0,3,21.0,2,0.0,0.0,17.0,2.0
61906,1.0,1.0,0.0,1.0,0.0,4,46.0,1,0.0,1.0,1.0,6.0
61907,0.0,,1.0,9.0,0.0,4,71.0,1,0.0,0.0,1.0,8.0
61908,1.0,1.0,0.0,1.0,1.0,3,331.0,1,1.0,3.0,103.0,24.0
61909,1.0,1.0,1.0,1.0,1.0,3,472.0,1,1.0,3.0,127.0,45.0
61910,1.0,1.0,1.0,1.0,1.0,2,0.0,1,0.0,1.0,68.0,0.0
61911,0.0,1.0,1.0,1.0,0.0,3,44.0,2,0.0,1.0,158.0,3.0
61912,1.0,0.0,1.0,0.0,1.0,3,168.0,2,0.0,3.0,445.0,19.0
61913,,,,,,3,,1,,,,
61914,,,,,,3,,1,,,,
61915,,,,,,3,,1,,,,
61916,1.0,1.0,1.0,1.0,1.0,2,131.0,1,0.0,1.0,284.0,17.0
61917,1.0,1.0,1.0,1.0,0.0,2,0.0,1,0.0,1.0,122.0,0.0
61918,0.0,,0.0,0.0,0.0,2,21.0,2,0.0,0.0,14.0,2.0
61919,1.0,0.0,0.0,0.0,1.0,2,0.0,1,0.0,5.0,55.0,0.0
61920,,,,,,3,,2,,,,
61921,0.0,,0.0,1.0,0.0,3,5.0,2,0.0,1.0,4.0,1.0
61922,1.0,0.0,0.0,9.0,0.0,4,251.0,1,0.0,3.0,27.0,23.0
61923,1.0,0.0,1.0,1.0,9.0,3,20.0,2,0.0,2.0,20.0,2.0
61924,,,,,,3,,2,,,,
61925,0.0,1.0,1.0,0.0,0.0,3,30.0,2,0.0,0.0,0.0,2.0
61926,1.0,1.0,1.0,1.0,9.0,3,287.0,1,0.0,0.0,34.0,12.0
61927,0.0,0.0,1.0,1.0,0.0,3,45.0,2,0.0,1.0,59.0,2.0
61928,1.0,1.0,0.0,0.0,0.0,3,133.0,2,1.0,4.0,152.0,12.0
61929,,,,,,3,,2,,,,
61930,0.0,,1.0,1.0,0.0,3,33.0,2,0.0,1.0,42.0,3.0
61931,,,,,,3,,2,,,,
61932,0.0,1.0,1.0,1.0,0.0,3,260.0,1,0.0,1.0,55.0,17.0
61933,0.0,1.0,0.0,0.0,0.0,3,18.0,2,0.0,1.0,30.0,1.0
61934,,,,,,3,,2,,,,
61935,0.0,1.0,1.0,1.0,0.0,3,50.0,2,0.0,0.0,3.0,2.0
61936,0.0,1.0,1.0,1.0,0.0,3,51.0,2,0.0,0.0,3.0,3.0
61937,0.0,,1.0,1.0,0.0,3,13.0,2,0.0,1.0,20.0,2.0
61938,0.0,1.0,1.0,0.0,0.0,3,17.0,2,0.0,0.0,24.0,1.0
61939,0.0,1.0,0.0,1.0,0.0,3,184.0,1,0.0,1.0,1.0,10.0
61940,0.0,,0.0,1.0,0.0,3,4.0,2,0.0,0.0,8.0,1.0
61941,0.0,1.0,0.0,9.0,0.0,3,443.0,1,0.0,0.0,385.0,31.0
61942,1.0,1.0,0.0,1.0,1.0,3,105.0,1,0.0,0.0,45.0,6.0
61943,0.0,1.0,0.0,1.0,0.0,3,223.0,2,2.0,0.0,198.0,21.0
61944,0.0,1.0,0.0,9.0,0.0,3,43.0,2,0.0,0.0,55.0,4.0
61945,0.0,1.0,0.0,1.0,0.0,3,0.0,1,0.0,0.0,200.0,0.0
61946,0.0,1.0,0.0,1.0,0.0,3,15.0,2,0.0,1.0,22.0,2.0
61947,1.0,0.0,0.0,0.0,1.0,2,0.0,1,0.0,1.0,318.0,0.0
61948,0.0,,0.0,1.0,0.0,3,7.0,2,0.0,1.0,6.0,1.0
61949,0.0,1.0,0.0,1.0,0.0,3,11.0,2,0.0,1.0,6.0,2.0
61950,,,,,,3,,2,,,,
61951,0.0,1.0,0.0,1.0,0.0,3,8.0,2,0.0,1.0,10.0,1.0
61952,0.0,1.0,0.0,1.0,0.0,3,8.0,2,0.0,1.0,8.0,1.0
61953,0.0,1.0,0.0,1.0,0.0,3,14.0,2,0.0,1.0,16.0,1.0
61954,0.0,0.0,0.0,1.0,0.0,3,10.0,2,0.0,1.0,6.0,1.0
61955,,,,,,3,,2,,,,
61956,1.0,1.0,0.0,1.0,1.0,3,114.0,2,1.0,1.0,124.0,12.0
61957,0.0,1.0,0.0,1.0,0.0,3,21.0,2,0.0,1.0,30.0,2.0
61958,,,,,,3,,2,,,,
61959,0.0,,0.0,1.0,0.0,3,6.0,2,0.0,1.0,10.0,1.0
61960,0.0,1.0,0.0,1.0,0.0,3,22.0,2,0.0,1.0,16.0,2.0
61961,0.0,1.0,0.0,1.0,0.0,2,0.0,1,0.0,0.0,190.0,0.0
61962,0.0,1.0,0.0,0.0,0.0,3,87.0,2,0.0,0.0,124.0,4.0
61963,0.0,1.0,0.0,9.0,0.0,3,43.0,2,0.0,0.0,67.0,3.0
61964,0.0,,0.0,9.0,0.0,3,62.0,2,0.0,0.0,81.0,4.0
61965,1.0,0.0,1.0,1.0,9.0,3,8.0,2,0.0,2.0,17.0,2.0
61966,,,,,,3,,2,,,,
61967,1.0,0.0,1.0,1.0,1.0,3,16.0,2,0.0,2.0,13.0,3.0
61968,0.0,,0.0,1.0,0.0,3,14.0,2,0.0,0.0,2.0,1.0
61969,1.0,0.0,1.0,1.0,1.0,3,288.0,1,1.0,3.0,96.0,17.0
61970,0.0,,1.0,1.0,0.0,3,74.0,2,0.0,0.0,49.0,10.0
61971,1.0,1.0,0.0,0.0,1.0,2,0.0,1,0.0,1.0,47.0,0.0
61972,1.0,1.0,0.0,0.0,1.0,2,71.0,2,0.0,0.0,121.0,8.0
61973,1.0,1.0,1.0,1.0,0.0,3,85.0,2,1.0,1.0,168.0,6.0
61974,1.0,0.0,1.0,1.0,1.0,3,223.0,1,1.0,15.0,212.0,13.0
61975,1.0,1.0,0.0,1.0,1.0,2,0.0,1,0.0,1.0,62.0,0.0
61976,0.0,0.0,1.0,1.0,0.0,3,346.0,1,1.0,2.0,280.0,23.0
61977,,,,,,3,,1,,,,
61978,1.0,1.0,0.0,0.0,1.0,2,0.0,1,0.0,1.0,45.0,0.0
61979,0.0,1.0,0.0,1.0,0.0,3,8.0,2,1.0,1.0,0.0,2.0
61980,1.0,1.0,0.0,1.0,0.0,3,216.0,1,1.0,1.0,124.0,16.0
61981,0.0,1.0,0.0,1.0,0.0,3,9.0,2,1.0,1.0,0.0,2.0
61982,1.0,1.0,1.0,0.0,0.0,3,189.0,1,1.0,1.0,47.0,12.0
61983,0.0,1.0,1.0,1.0,0.0,2,0.0,1,0.0,0.0,67.0,0.0
61984,0.0,,0.0,1.0,0.0,2,40.0,2,0.0,1.0,13.0,9.0
61985,0.0,1.0,1.0,9.0,0.0,3,188.0,1,1.0,0.0,12.0,14.0
61986,1.0,1.0,1.0,9.0,1.0,2,34.0,1,0.0,1.0,58.0,15.0
61987,,,,,,3,,2,,,,
61988,,,,,,3,,2,,,,
61989,0.0,0.0,0.0,1.0,0.0,3,58.0,2,1.0,2.0,85.0,10.0
61990,0.0,0.0,0.0,9.0,0.0,3,64.0,2,1.0,1.0,31.0,6.0
61991,,,,,,3,,2,,,,
61992,,,,,,3,,2,,,,
61993,0.0,0.0,0.0,1.0,0.0,3,5.0,2,0.0,1.0,9.0,1.0
61994,0.0,0.0,1.0,1.0,0.0,3,143.0,1,1.0,1.0,32.0,17.0
61995,1.0,1.0,0.0,9.0,1.0,2,9.0,1,0.0,0.0,111.0,8.0
61996,,,,,,3,,2,,,,
61997,,,,,,3,,2,,,,
61998,,,,,,3,,2,,,,
61999,,,,,,3,,2,,,,
62000,1.0,0.0,0.0,0.0,1.0,3,9.0,2,0.0,2.0,14.0,4.0
62001,1.0,0.0,0.0,1.0,9.0,3,15.0,2,0.0,2.0,18.0,4.0
62002,1.0,0.0,1.0,0.0,0.0,3,145.0,2,0.0,4.0,104.0,18.0
62003,1.0,0.0,0.0,9.0,9.0,3,12.0,2,0.0,2.0,26.0,2.0
62004,,,,,,3,,1,,,,
62005,,,,,,3,,2,,,,
62006,,,,,,3,,2,,,,
62007,1.0,0.0,0.0,0.0,9.0,3,21.0,2,0.0,2.0,21.0,4.0
62008,,,,,,3,,2,,,,
62009,,,,,,3,,2,,,,
62010,,,,,,3,,2,,,,
62011,,,,,,3,,2,,,,
62012,,,,,,3,,1,,,,
62013,0.0,1.0,1.0,1.0,0.0,3,0.0,1,0.0,1.0,8.0,0.0
62014,1.0,1.0,1.0,0.0,0.0,2,230.0,1,0.0,0.0,520.0,21.0
62015,1.0,1.0,0.0,1.0,0.0,2,0.0,1,0.0,1.0,73.0,0.0
62016,0.0,1.0,0.0,1.0,0.0,3,22.0,2,0.0,0.0,29.0,3.0
62017,0.0,1.0,1.0,1.0,0.0,3,114.0,1,0.0,1.0,3.0,6.0
62018,0.0,1.0,0.0,1.0,0.0,3,188.0,1,0.0,2.0,117.0,19.0
62019,0.0,1.0,0.0,9.0,0.0,3,23.0,2,0.0,0.0,30.0,2.0
62020,0.0,1.0,0.0,1.0,0.0,3,11.0,2,0.0,0.0,17.0,2.0
62021,0.0,1.0,0.0,1.0,0.0,3,109.0,1,0.0,0.0,0.0,8.0
62022,0.0,1.0,0.0,1.0,0.0,3,26.0,2,0.0,0.0,33.0,3.0
62023,0.0,1.0,0.0,1.0,0.0,3,41.0,1,0.0,0.0,0.0,3.0
62024,0.0,1.0,0.0,1.0,0.0,3,9.0,2,0.0,1.0,6.0,2.0
62025,1.0,1.0,0.0,1.0,0.0,3,714.0,1,0.0,2.0,345.0,37.0
62026,0.0,1.0,1.0,0.0,0.0,3,0.0,1,0.0,1.0,1.0,0.0
62027,1.0,1.0,0.0,0.0,1.0,2,0.0,1,0.0,2.0,147.0,0.0
62028,,,,,,2,,1,,,,
62029,1.0,1.0,0.0,1.0,0.0,3,125.0,1,1.0,1.0,13.0,7.0
62030,0.0,1.0,0.0,0.0,0.0,3,50.0,2,0.0,3.0,69.0,5.0
62031,0.0,1.0,0.0,1.0,0.0,3,0.0,1,0.0,1.0,0.0,0.0
62032,1.0,1.0,0.0,1.0,0.0,3,8.0,2,0.0,1.0,12.0,1.0
62033,1.0,1.0,0.0,1.0,0.0,3,28.0,2,0.0,1.0,39.0,2.0
62034,1.0,1.0,0.0,1.0,0.0,3,285.0,1,1.0,4.0,64.0,13.0
62035,1.0,1.0,0.0,1.0,0.0,3,29.0,2,0.0,1.0,46.0,2.0
62036,1.0,1.0,0.0,1.0,9.0,3,20.0,2,0.0,1.0,23.0,2.0
62037,0.0,1.0,0.0,0.0,0.0,3,89.0,1,0.0,4.0,24.0,9.0
62038,0.0,1.0,0.0,1.0,0.0,3,33.0,2,0.0,3.0,40.0,3.0
62039,,,,,,3,,2,,,,
62040,0.0,1.0,0.0,1.0,0.0,3,278.0,1,0.0,2.0,0.0,13.0
62041,,,,,,3,,2,,,,
62042,,,,,,3,,2,,,,
62043,0.0,1.0,1.0,1.0,0.0,3,19.0,2,0.0,3.0,26.0,2.0
62044,0.0,1.0,0.0,1.0,0.0,3,24.0,2,0.0,3.0,9.0,2.0
62045,0.0,1.0,1.0,1.0,0.0,3,0.0,1,0.0,2.0,0.0,0.0
62046,1.0,1.0,0.0,1.0,1.0,2,0.0,1,0.0,2.0,165.0,0.0
62047,1.0,1.0,0.0,1.0,0.0,2,385.0,1,0.0,0.0,70.0,25.0
62048,,,,,,3,,2,,,,
62049,0.0,1.0,1.0,1.0,0.0,3,43.0,2,0.0,1.0,43.0,3.0
62050,,,,,,3,,2,,,,
62051,0.0,1.0,0.0,1.0,0.0,3,27.0,2,0.0,0.0,37.0,2.0
62052,1.0,1.0,0.0,0.0,0.0,3,229.0,1,0.0,1.0,22.0,10.0
62053,0.0,1.0,0.0,1.0,0.0,3,337.0,1,0.0,1.0,68.0,23.0
62054,,,,,,3,,2,,,,
62055,0.0,0.0,0.0,1.0,0.0,3,60.0,2,0.0,1.0,94.0,4.0
62056,0.0,1.0,0.0,1.0,0.0,3,221.0,1,0.0,0.0,101.0,13.0
62057,,,,,,3,,2,,,,
62058,,,,,,3,,2,,,,
62059,0.0,1.0,0.0,1.0,0.0,3,15.0,2,0.0,0.0,24.0,2.0
62060,,,,,,3,,2,,,,
62061,0.0,1.0,0.0,1.0,0.0,3,118.0,1,0.0,2.0,2.0,7.0
62062,0.0,1.0,0.0,1.0,0.0,3,242.0,1,0.0,4.0,30.0,10.0
62063,0.0,1.0,0.0,1.0,0.0,3,25.0,2,0.0,0.0,34.0,2.0
62064,1.0,1.0,0.0,1.0,0.0,3,220.0,1,0.0,3.0,53.0,11.0
62065,,,,,,3,,2,,,,
62066,,,,,,3,,2,,,,
62067,0.0,1.0,1.0,1.0,0.0,3,30.0,2,0.0,2.0,54.0,2.0
62068,0.0,1.0,0.0,1.0,0.0,3,23.0,2,0.0,0.0,28.0,2.0
62069,1.0,1.0,0.0,0.0,0.0,4,273.0,1,1.0,1.0,0.0,22.0
62070,0.0,0.0,0.0,9.0,0.0,3,34.0,2,0.0,1.0,29.0,4.0
62071,1.0,1.0,1.0,1.0,1.0,2,0.0,1,0.0,1.0,63.0,0.0
62072,0.0,1.0,1.0,1.0,0.0,3,0.0,1,0.0,1.0,2.0,0.0
62073,0.0,1.0,0.0,0.0,0.0,2,86.0,1,0.0,0.0,3.0,5.0
62074,1.0,1.0,1.0,1.0,9.0,2,84.0,1,1.0,1.0,31.0,11.0
62075,0.0,1.0,0.0,1.0,0.0,3,107.0,1,0.0,1.0,8.0,5.0
62076,1.0,1.0,0.0,1.0,1.0,3,165.0,1,0.0,0.0,5.0,7.0
62077,,,,,,3,,2,,,,
62078,0.0,1.0,0.0,1.0,0.0,3,26.0,2,0.0,2.0,29.0,2.0
62079,,,,,,3,,2,,,,
62080,,,,,,3,,2,,,,
62081,0.0,1.0,0.0,1.0,0.0,3,114.0,1,0.0,1.0,0.0,5.0
62082,0.0,1.0,0.0,1.0,0.0,3,456.0,1,0.0,1.0,65.0,20.0
62083,,,,,,3,,2,,,,
62084,0.0,1.0,0.0,1.0,0.0,3,154.0,1,0.0,1.0,36.0,7.0
62085,1.0,1.0,1.0,9.0,0.0,3,208.0,1,1.0,5.0,91.0,22.0
62086,,,,,,3,,2,,,,
62087,0.0,,0.0,1.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
62088,0.0,,0.0,1.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
62089,0.0,,0.0,1.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
62090,0.0,,0.0,1.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
62091,,,,,,3,,2,,,,
62092,1.0,1.0,1.0,1.0,1.0,3,278.0,1,1.0,3.0,121.0,15.0
62093,,,,,,3,,2,,,,
62094,,,,,,3,,2,,,,
62095,,,,,,3,,2,,,,
62096,,,,,,3,,2,,,,
62097,,,,,,3,,2,,,,
62098,1.0,1.0,1.0,1.0,1.0,3,895.0,1,2.0,1.0,413.0,41.0
62099,,,,,,3,,2,,,,
62100,1.0,1.0,1.0,9.0,1.0,2,0.0,1,0.0,2.0,593.0,0.0
62101,0.0,1.0,0.0,0.0,0.0,3,35.0,2,0.0,0.0,53.0,2.0
62102,1.0,1.0,0.0,1.0,1.0,3,401.0,1,0.0,1.0,71.0,17.0
62103,1.0,1.0,0.0,9.0,0.0,3,19.0,2,0.0,0.0,18.0,2.0
62104,0.0,1.0,0.0,1.0,0.0,3,93.0,2,0.0,1.0,116.0,5.0
62105,1.0,1.0,1.0,0.0,1.0,3,23.0,2,0.0,0.0,23.0,2.0
62106,,,,,,3,,2,,,,
62107,0.0,1.0,0.0,0.0,0.0,3,78.0,1,0.0,2.0,51.0,5.0
62108,0.0,1.0,0.0,0.0,0.0,3,22.0,2,0.0,0.0,33.0,2.0
62109,0.0,1.0,0.0,0.0,0.0,3,130.0,1,0.0,1.0,12.0,6.0
62110,0.0,1.0,0.0,0.0,0.0,3,91.0,1,0.0,1.0,0.0,5.0
62111,1.0,1.0,0.0,1.0,1.0,3,155.0,2,0.0,2.0,206.0,14.0
62112,,,,,,3,,2,,,,
62113,1.0,1.0,0.0,1.0,0.0,3,349.0,1,0.0,4.0,68.0,20.0
62114,,,,,,3,,2,,,,
62115,,,,,,3,,2,,,,
62116,,,,,,3,,2,,,,
62117,,,,,,3,,2,,,,
62118,,,,,,3,,2,,,,
62119,1.0,1.0,0.0,1.0,0.0,3,152.0,2,0.0,2.0,157.0,13.0
62120,0.0,1.0,0.0,1.0,0.0,3,0.0,1,0.0,1.0,29.0,0.0
62121,0.0,1.0,1.0,0.0,0.0,3,0.0,1,0.0,1.0,17.0,0.0
62122,0.0,0.0,1.0,0.0,0.0,3,0.0,1,0.0,1.0,16.0,0.0
62123,1.0,0.0,0.0,0.0,0.0,4,216.0,1,1.0,3.0,0.0,23.0
62124,1.0,1.0,1.0,1.0,1.0,2,0.0,1,0.0,1.0,79.0,0.0
62125,1.0,1.0,0.0,0.0,9.0,2,186.0,1,0.0,0.0,284.0,12.0
62126,0.0,0.0,0.0,9.0,0.0,3,121.0,1,0.0,1.0,24.0,10.0
62127,0.0,1.0,0.0,1.0,0.0,3,217.0,1,0.0,1.0,84.0,14.0
62128,0.0,,0.0,0.0,0.0,3,250.0,1,0.0,1.0,50.0,11.0
62129,0.0,0.0,0.0,0.0,0.0,3,159.0,1,0.0,1.0,3.0,8.0
62130,0.0,,0.0,0.0,0.0,3,7.0,2,0.0,0.0,0.0,1.0
62131,0.0,0.0,0.0,0.0,0.0,3,134.0,1,0.0,1.0,9.0,11.0
62132,0.0,,0.0,0.0,0.0,3,31.0,1,0.0,0.0,4.0,4.0
62133,0.0,1.0,0.0,0.0,0.0,3,724.0,1,0.0,2.0,249.0,37.0
62134,0.0,,0.0,0.0,0.0,3,22.0,2,0.0,0.0,0.0,2.0
62135,0.0,,0.0,0.0,0.0,3,55.0,1,0.0,1.0,6.0,6.0
62136,,,,,,3,,2,,,,
62137,0.0,,0.0,0.0,0.0,3,12.0,2,0.0,0.0,0.0,1.0
62138,0.0,,0.0,0.0,0.0,3,35.0,2,0.0,0.0,3.0,3.0
62139,0.0,,0.0,0.0,0.0,3,31.0,2,0.0,0.0,13.0,6.0
62140,0.0,,0.0,0.0,0.0,3,34.0,2,0.0,0.0,14.0,3.0
62141,0.0,1.0,0.0,1.0,0.0,3,26.0,2,0.0,0.0,27.0,2.0
62142,,,,,,4,,1,,,,
62143,0.0,1.0,1.0,9.0,0.0,3,0.0,1,0.0,16.0,210.0,0.0
62144,1.0,1.0,1.0,1.0,0.0,2,0.0,1,0.0,1.0,4.0,0.0
62145,0.0,1.0,1.0,9.0,0.0,2,0.0,1,0.0,3.0,82.0,0.0
62146,0.0,1.0,1.0,1.0,0.0,3,55.0,2,0.0,1.0,81.0,4.0
62147,0.0,1.0,1.0,1.0,0.0,3,26.0,2,0.0,1.0,33.0,3.0
62148,0.0,1.0,0.0,1.0,0.0,3,12.0,2,0.0,1.0,17.0,2.0
62149,1.0,1.0,0.0,1.0,1.0,3,30.0,2,0.0,1.0,38.0,3.0
62150,1.0,1.0,1.0,0.0,1.0,3,131.0,1,0.0,1.0,2.0,8.0
62151,1.0,1.0,0.0,1.0,1.0,3,508.0,1,0.0,2.0,32.0,20.0
62152,1.0,1.0,1.0,1.0,1.0,3,959.0,1,1.0,7.0,54.0,46.0
62153,1.0,1.0,1.0,1.0,1.0,3,203.0,1,0.0,1.0,23.0,9.0
62154,,,,,,3,,2,,,,
62155,,,,,,3,,2,,,,
62156,0.0,1.0,1.0,0.0,0.0,3,0.0,1,0.0,0.0,0.0,0.0
62157,1.0,1.0,1.0,1.0,0.0,3,0.0,2,0.0,0.0,1.0,0.0
62158,1.0,1.0,1.0,1.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0
62159,1.0,1.0,0.0,1.0,9.0,3,0.0,1,0.0,0.0,0.0,0.0
62160,1.0,1.0,0.0,1.0,9.0,3,0.0,1,0.0,0.0,14.0,0.0
62161,1.0,1.0,0.0,1.0,1.0,2,54.0,1,0.0,1.0,47.0,11.0
62162,1.0,1.0,0.0,1.0,0.0,2,0.0,1,0.0,1.0,46.0,0.0
62163,0.0,1.0,1.0,0.0,0.0,2,0.0,1,0.0,1.0,510.0,0.0
62164,1.0,1.0,0.0,1.0,1.0,3,342.0,1,0.0,3.0,161.0,22.0
62165,1.0,1.0,0.0,1.0,9.0,3,12.0,2,0.0,0.0,1.0,2.0
62166,1.0,1.0,1.0,1.0,0.0,3,231.0,2,0.0,0.0,99.0,17.0
62167,1.0,1.0,1.0,1.0,9.0,3,14.0,2,0.0,0.0,19.0,2.0
62168,1.0,1.0,0.0,1.0,9.0,3,7.0,2,0.0,0.0,10.0,1.0
62169,1.0,1.0,1.0,1.0,0.0,3,125.0,1,0.0,0.0,7.0,6.0
62170,1.0,1.0,1.0,0.0,0.0,3,27.0,2,0.0,0.0,0.0,2.0
62171,1.0,1.0,0.0,1.0,0.0,3,165.0,2,0.0,0.0,135.0,11.0
62172,1.0,1.0,0.0,1.0,0.0,3,180.0,1,0.0,0.0,25.0,10.0
62173,1.0,1.0,0.0,1.0,0.0,3,133.0,1,0.0,0.0,10.0,9.0
62174,1.0,1.0,1.0,1.0,0.0,3,63.0,2,0.0,0.0,25.0,4.0
62175,,,,,,3,,2,,,,
62176,1.0,1.0,0.0,1.0,0.0,3,64.0,2,0.0,0.0,0.0,4.0
62177,1.0,1.0,1.0,1.0,0.0,3,71.0,2,0.0,0.0,0.0,5.0
62178,1.0,1.0,1.0,1.0,0.0,3,91.0,2,0.0,0.0,76.0,11.0
62179,1.0,1.0,0.0,1.0,1.0,3,229.0,1,0.0,0.0,81.0,14.0
62180,,,,,,3,,2,,,,
62181,1.0,1.0,0.0,1.0,0.0,3,0.0,1,0.0,0.0,2.0,0.0
62182,0.0,0.0,0.0,1.0,0.0,2,158.0,1,0.0,1.0,23.0,11.0
62183,1.0,1.0,0.0,1.0,1.0,2,0.0,1,0.0,1.0,49.0,0.0
62184,,,,,,3,,2,,,,
62185,0.0,,0.0,1.0,0.0,3,28.0,2,0.0,1.0,0.0,2.0
62186,0.0,,0.0,0.0,0.0,3,9.0,2,0.0,0.0,3.0,1.0
62187,0.0,,0.0,0.0,0.0,3,11.0,2,0.0,0.0,9.0,1.0
62188,0.0,,0.0,0.0,0.0,3,27.0,2,0.0,1.0,26.0,1.0
62189,0.0,0.0,0.0,1.0,0.0,3,11.0,2,0.0,0.0,1.0,1.0
62190,0.0,1.0,1.0,0.0,0.0,3,104.0,1,0.0,1.0,0.0,6.0
62191,0.0,,0.0,0.0,0.0,3,6.0,2,0.0,0.0,6.0,1.0
62192,,,,,,3,,2,,,,
62193,0.0,,0.0,0.0,0.0,3,11.0,2,0.0,0.0,22.0,1.0
62194,0.0,0.0,0.0,1.0,0.0,3,105.0,2,0.0,1.0,21.0,10.0
62195,0.0,,0.0,0.0,0.0,3,8.0,2,0.0,0.0,0.0,1.0
62196,0.0,0.0,0.0,1.0,0.0,3,23.0,2,0.0,1.0,26.0,2.0
62197,0.0,0.0,1.0,9.0,0.0,3,157.0,1,0.0,1.0,25.0,8.0
62198,,,,,,3,,2,,,,
62199,0.0,,0.0,1.0,0.0,3,22.0,2,0.0,0.0,23.0,2.0
62200,0.0,,0.0,0.0,0.0,3,8.0,2,0.0,0.0,0.0,1.0
62201,0.0,,0.0,1.0,0.0,3,12.0,2,0.0,0.0,0.0,1.0
62202,0.0,0.0,1.0,1.0,0.0,3,0.0,1,0.0,1.0,35.0,0.0
62203,0.0,1.0,1.0,1.0,0.0,3,278.0,2,0.0,3.0,96.0,16.0
62204,1.0,1.0,1.0,0.0,0.0,3,130.0,1,0.0,1.0,15.0,5.0
62205,1.0,1.0,0.0,9.0,1.0,2,0.0,1,0.0,5.0,179.0,0.0
62206,,,,,,3,,2,,,,
62207,0.0,1.0,0.0,1.0,0.0,3,19.0,2,1.0,1.0,0.0,1.0
62208,1.0,1.0,1.0,9.0,0.0,3,141.0,2,1.0,4.0,129.0,12.0
62209,,,,,,3,,1,,,,
62210,,,,,,4,,1,,,,
62211,,,,,,4,,1,,,,
62212,,,,,,3,,2,,,,
62213,0.0,1.0,1.0,1.0,0.0,3,14.0,2,1.0,2.0,2.0,1.0
62214,1.0,1.0,1.0,9.0,1.0,3,54.0,2,1.0,2.0,59.0,2.0
62215,0.0,1.0,1.0,0.0,0.0,3,35.0,2,1.0,2.0,12.0,2.0
62216,0.0,1.0,1.0,0.0,0.0,3,29.0,2,1.0,2.0,0.0,2.0
62217,0.0,1.0,1.0,1.0,0.0,3,16.0,2,1.0,1.0,0.0,1.0
62218,,,,,,3,,2,,,,
62219,0.0,1.0,1.0,0.0,0.0,3,28.0,2,1.0,2.0,0.0,2.0
62220,,,,,,3,,2,,,,
62221,0.0,0.0,0.0,1.0,0.0,3,37.0,2,0.0,1.0,49.0,3.0
62222,0.0,1.0,0.0,1.0,0.0,3,120.0,1,0.0,1.0,1.0,6.0
62223,0.0,1.0,0.0,0.0,0.0,4,66.0,1,0.0,1.0,0.0,12.0
62224,0.0,0.0,1.0,0.0,0.0,3,0.0,1,0.0,1.0,46.0,0.0
62225,0.0,,0.0,0.0,0.0,4,40.0,1,0.0,0.0,0.0,4.0
62226,1.0,1.0,1.0,1.0,1.0,2,87.0,1,0.0,1.0,21.0,16.0
62227,1.0,1.0,0.0,9.0,1.0,2,359.0,1,0.0,1.0,97.0,22.0
62228,0.0,1.0,0.0,0.0,0.0,2,215.0,1,0.0,1.0,14.0,16.0
62229,0.0,1.0,0.0,0.0,0.0,2,0.0,1,0.0,2.0,217.0,0.0
62230,0.0,1.0,0.0,0.0,0.0,3,191.0,1,0.0,1.0,2.0,10.0
62231,,,,,,3,,2,,,,
62232,,,,,,3,,2,,,,
62233,0.0,0.0,0.0,1.0,0.0,3,27.0,2,0.0,1.0,48.0,2.0
62234,,,,,,3,,2,,,,
62235,,,,,,4,,1,,,,
62236,,,,,,3,,2,,,,
62237,,,,,,3,,2,,,,
62238,,,,,,3,,2,,,,
62239,,,,,,3,,2,,,,
62240,0.0,0.0,1.0,0.0,0.0,3,59.0,2,1.0,2.0,86.0,6.0
62241,,,,,,3,,2,,,,
62242,0.0,0.0,0.0,0.0,0.0,3,148.0,1,0.0,1.0,25.0,8.0
62243,0.0,1.0,0.0,1.0,0.0,3,69.0,2,0.0,1.0,91.0,4.0
62244,1.0,1.0,0.0,0.0,1.0,3,135.0,1,0.0,1.0,5.0,8.0
62245,,,,,,3,,2,,,,
